Date,Open,High,Low,Close,Adj_Close,Volume,Date_For_Scraping,Perc_Change,Text,Clean_Text
5/4/2020,9533.5,9533.5,9266.950195,9293.5,9293.5,687500,5/4/2020,0.025174385,"Mars, Sun are leading the day with Venus and well supported by Ketu. Importantly, Mars is in its last degrees and<span id=""more-22790""></span> ready change sign from Exalted sign to enemy's house/sign Aquarius. Mercury lord of share market and ban/financial institutions is total combust (within one-degree distance from Sun).Indications are clear that some pressure can be seen during the day, impact of foreign cues, FIIs and results of last quarter.Regarding COVID 19, Mars will be moving in Aquarius, before this movement, few announcements may give some encouragement towards this Pandemic.This period is also indicating US-China tussle can be seen in coming period.I will prefer to be watchful for my cash funds, before going for long investments, reason is clear – economy after or during this Pandemic impact may take a long to come for growth. Lord of the share market is not comfortable.Wait, and allow the market to settle down during the day, possibility of buying at lower levels possible. Gap down is possible.Banks and financial institutions may also be not supportive.Only chance is some news in the coming period from government or government agencies – may give support to the market in coming period. Time has come for Proper financial design for the coming period – so that growth can be seen in coming years – may be after one or two years. I mean – if we can avail advantage under this adverse condition.Wait and watch before going for trade.Indian Rupee may trade in between 75.00 to 76.00 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",mar sun lead day venu well support ketu importantli mar last degre span id span readi chang sign exalt sign enemi hous sign aquariu mercuri lord share market ban financi institut total combust within one degre distanc sun indic clear pressur seen day impact foreign cue fii result last quarter regard covid mar move aquariu movement announc may give encourag toward pandem period also indic us china tussl seen come period prefer watch cash fund go long invest reason clear economi pandem impact may take long come growth lord share market comfort wait allow market settl day possibl buy lower level possibl gap possibl bank financi institut may also support chanc news come period govern govern agenc may give support market come period time come proper financi design come period growth seen come year may one two year mean avail advantag advers condit wait watch go trade indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
5/5/2020,9429.400391,9450.900391,9190.75,9205.599609,9205.599609,725200,5/5/2020,0.02373436,"Mars with Sun and Venus is leading the day, with support of Moon and Ketu. Global cues and local activities may be<span id=""more-22796""></span> influencing the market. Volatility and buying from local levels possible. Activities of Mars is clearly indicating that impact of foreign market or cues will be especially important, even in coming days also. Since, Mercury is trying to come out of total combustion, so may give buying from lower levels or may handle to hold levels at lower levels and Volatility can be possible.Crude is gearing up, indicating some recovery. Let us see crude when Jupiter will start transiting retrograding. Important is that no one can give clear idea about the situation of global economy.Alcohol, spirit, wine, and related segments may be showing movements along with tobacco, cigarettes etc. may be doing bit better.Banks and financial institutions may be doing better in coming period. Pharmaceuticals and some electronics companies may show movements.Currency may show some control. Trade and look for advantage.Indian Rupee may trade in between 75.30 to 76.30 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",mar sun venu lead day support moon ketu global cue local activ may span id span influenc market volatil buy local level possibl activ mar clearli indic impact foreign market cue especi import even come day also sinc mercuri tri come total combust may give buy lower level may handl hold level lower level volatil possibl crude gear indic recoveri let us see crude jupit start transit retrograd import one give clear idea situat global economi alcohol spirit wine relat segment may show movement along tobacco cigarett etc may bit better bank financi institut may better come period pharmaceut electron compani may show movement currenc may show control trade look advantag indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
5/6/2020,9226.799805,9346.900391,9116.5,9270.900391,9270.900391,722200,5/6/2020,-0.004779619,"Mars, Sun, Venus are leading the day with Ketu. After 13:50 Hrs (IST), chances of volatility or sudden changes can be<span id=""more-22802""></span> seen. Situation related to opinion of Government and requirement is – we must learn to live with Corona Virus unless any proper Vaccine is developed. Because this Virus is changing its pattern/physique and behaviour. So, it will be better to restart economic activities.Impact of Virus patients may increase but important will be to learn to win over death due to COVID. After this relaxation in Lockdown, sudden rise in Virus affected issues can be seen (chances).Market may try to hold levels. Now, time has come to avail advantage during the adverse condition, to get proper advantage in productions. Companies like Chemicals, fertilizer and many more areas can have some advantage in coming period.Saturn has slowed down its speed for us (because has started moving on Curve), heading for returning position (retrograde transit from 11-05-2020).After this period, we may see some changes in Covid and impact for next 5 months. Which may give impact on share market/business market also.Market may be influenced with foreign cues, activities related import and export can be seen or impact can be seen in coming period also. Government may try to encourage local industries where we can have better edge, so possibility of increase in duties can be seen.Tussle between US and China can be seen in coming period.News related to Vaccine may give some edge to related companies in anticipations.Chemicals, fertilizer, and other segments related to import segments.Petroleum and related segments may see some pressure. Wait and watch before going for long. Opening may be close to previous day or bit positive. Changes or sudden move after lunch is possible.Indian Rupee may trade in between 75.50 to 76.30 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",mar sun venu lead day ketu hr ist chanc volatil sudden chang span id span seen situat relat opinion govern requir must learn live corona viru unless proper vaccin develop viru chang pattern physiqu behaviour better restart econom activ impact viru patient may increas import learn win death due covid relax lockdown sudden rise viru affect issu seen chanc market may tri hold level time come avail advantag advers condit get proper advantag product compani like chemic fertil mani area advantag come period saturn slow speed us start move curv head return posit retrograd transit period may see chang covid impact next month may give impact share market busi market also market may influenc foreign cue activ relat import export seen impact seen come period also govern may tri encourag local industri better edg possibl increas duti seen tussl us china seen come period news relat vaccin may give edg relat compani anticip chemic fertil segment relat import segment petroleum relat segment may see pressur wait watch go long open may close previou day bit posit chang sudden move lunch possibl indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
5/7/2020,9234.049805,9277.849609,9175.900391,9199.049805,9199.049805,708700,5/7/2020,0.00379032,"Mars, Sun and Venus are holding the key with Ketu, Rahu and Jupiter. Indications are market may be influenced with<span id=""more-22808""></span> Global issues, negativity of COVID impact on economy and human life/lifestyle etc. Organizations might have got solution for Corona, but trials and finally medicine may come out only after or around 3<sup>rd</sup> week of September 2020. Impacts may be seen after November 2020.Planetary position till September 2020 for Human's health may not be decent (not only because of COVID, may be because of water or something else.Trade may be for the pressure side (at least at the time of opening). Changes or decisive movements can be seen after 11:30 Hrs (IST) or so.Crude may get back to some strength with the hope of getting back consumption of Petroleum due to beginning of movements of transportation and related area. That means – movements in Transportation, automobile tyres, lubricants, infrastructure, power, Pharmaceuticals, and some indications for the movements in insurance related automobile etc.Metals, chemicals, paper and fertilizer, agriculture related segments may show some movements in next coming period.Trade for the opportunities for a while, wait for the moving in for long term. If intent to move for long-term then only partial investments. Impact of high figure of corona infected may come in India, because of some changes in the policy of government and planetary movements or their transit trend etc. (in coming week).Impact of unemployment on mass levels can be seen in consumption of products. Only essentials will be important during this period. Figure of unemployment (actual) – if will be big, I will not be surprised. Banks may have to face further NPAs.Indian Rupee may trade in between 75.70 to 76.60 per USD.Fill in your details below or click an icon to log in:Connecting to %s",mar sun venu hold key ketu rahu jupit indic market may influenc span id span global issu neg covid impact economi human life lifestyl etc organ might got solut corona trial final medicin may come around sup rd sup week septemb impact may seen novemb planetari posit till septemb human health may decent covid may water someth els trade may pressur side least time open chang decis movement seen hr ist crude may get back strength hope get back consumpt petroleum due begin movement transport relat area mean movement transport automobil tyre lubric infrastructur power pharmaceut indic movement insur relat automobil etc metal chemic paper fertil agricultur relat segment may show movement next come period trade opportun wait move long term intent move long term partial invest impact high figur corona infect may come india chang polici govern planetari movement transit trend etc come week impact unemploy mass level seen consumpt product essenti import period figur unemploy actual big surpris bank may face npa indian rupe may trade per usd fill detail click icon log connect
5/8/2020,9376.950195,9382.650391,9238.200195,9251.5,9251.5,609100,5/8/2020,0.013378571,"Mars and Sun are leading the day with Ketu, Venus + Saturn. Influence of foreign cues and local movements can be<span id=""more-22814""></span> seen during the day. FIIs and Foreign market behavior will also be affecting our market. Point is we are trading on the basis of US market, but are our market so strong as US has?Still, Planetary position indicates that buying from lower levels or positive opening possible. Buy at defensive levels and sell on upper levels if required. Reason is Last working day of the week and weekend ahead.Results, and deals related impact can be seen during this period. Companies and government may try to get some investment during this low period.Sun indicates that authorities or local sentiments may try to hold the market and may give some positive moves.Crude may remain positive, which may give indications for positivity for the movements (globally).Only point of big concern is Unemployment position and impact of this COVID on lower middle and middle class. They are not getting any support from government or anyone, but may face financial crunch, unemployment, and other issues. Directly or indirectly rates of every commodity is increased for consumer. Taxes are increased + their fixed expenses in this reduced income or after losing of income will be tough for consumers. Theoretically, demand will boost and economy will be on the track, but demand before Covid was low and after COVID lockdown… ? Companies have started deducting salaries.Internal situation of many companies was bad, now they got face saving of Lockdown etc. But this is not going to change internal situation of nation and companies. Nation needs strong economic policies to get proper boost.Long term investors … be watchful. It will be better to earn less is better than the losing of big money. Be safe… inside the house and in the trade also.Traders may enjoy the day due to movements, but it will be better to trade with stop loss of 100 points on both sides.Paper, Pharmaceuticals, textiles, leather, consumer goods, and metals, automobile tyres, infrastructure and many more may be showing movements.Indian Rupee may trade in between 75.30 to 76.30 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",mar sun lead day ketu venu saturn influenc foreign cue local movement span id span seen day fii foreign market behavior also affect market point trade basi us market market strong us still planetari posit indic buy lower level posit open possibl buy defens level sell upper level requir reason last work day week weekend ahead result deal relat impact seen period compani govern may tri get invest low period sun indic author local sentiment may tri hold market may give posit move crude may remain posit may give indic posit movement global point big concern unemploy posit impact covid lower middl middl class get support govern anyon may face financi crunch unemploy issu directli indirectli rate everi commod increas consum tax increas fix expens reduc incom lose incom tough consum theoret demand boost economi track demand covid low covid lockdown compani start deduct salari intern situat mani compani bad got face save lockdown etc go chang intern situat nation compani nation need strong econom polici get proper boost long term investor watch better earn less better lose big money safe insid hous trade also trader may enjoy day due movement better trade stop loss point side paper pharmaceut textil leather consum good metal automobil tyre infrastructur mani may show movement indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
5/13/2020,9584.200195,9584.5,9351.099609,9383.549805,9383.549805,846400,5/13/2020,0.020935538,"Sun with Mars is leading the day and well supported by Moon and Ketu. Interestingly, Sun lord of cabinet and<span id=""more-22842""></span> political area is extraordinarily strong, indicating political strength of the cabinet. Mars is also strong, so impact related foreign issues or Import/export/funding from FIIs etc. may be strong or affective in coming period. Indications for Infrastructure, power, automobile etc. may remain important.Another important point of consideration will be issues and cues from foreign.Indications – market may show positive opening. Venus is ready to transit retrograde, so chances of some changes in announcements may be seen in government's approach. Let us wait for the announcements from government/agencies etc.Drugs, chemicals, automobile, and infrastructure may remain active, along with many more segments. IT, communication, entertainment (digital), e-commerce and other segments of media. Boarder related activities cannot be ignored.Indications for Economy movements after 14-05-2020. Trade on the wave. Don't forget for stop-loss.Indian Rupee may trade in between 75.30 to 76.30 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",sun mar lead day well support moon ketu interestingli sun lord cabinet span id span polit area extraordinarili strong indic polit strength cabinet mar also strong impact relat foreign issu import export fund fii etc may strong affect come period indic infrastructur power automobil etc may remain import anoth import point consider issu cue foreign indic market may show posit open venu readi transit retrograd chanc chang announc may seen govern approach let us wait announc govern agenc etc drug chemic automobil infrastructur may remain activ along mani segment commun entertain digit e commerc segment media boarder relat activ cannot ignor indic economi movement trade wave forget stop loss indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
5/14/2020,9213.950195,9281.099609,9119.75,9142.75,9142.75,602600,5/14/2020,0.007727434,"Mars with Sun is leading the day, well supported by Moon and Ketu. Indications regarding foreign cues/foreign<span id=""more-22852""></span> market impact or some other issues related to import/export related matter, along with news from government. Issues between US and China + others affected due to COVID 19. This may give volatility or some profit booking possible on upper levels.I agree that Sun as atmakarak (cabinet) is giving strength to the nation but impact of foreign issues and virus-related situation – lack of confidence (globally).Infrastructure, power, real estate, automobile ancillary and metals with cement, etc. may be doing bit better.Market may behave bit cautiously during the day. IT, communication, media and e-commerce will be better along with chemicals, drugs, carbon black, solvent and related segments may behave bit better. Activities in bank and financial institutions can be seen in coming period. Synthetic based segments in coming period.Trade with care. As and when required book profit. Wait and watch the trade with care.Indian Rupee may trade in between 75.30 to 76.20 per USD.Fill in your details below or click an icon to log in:Connecting to %s",mar sun lead day well support moon ketu indic regard foreign cue foreign span id span market impact issu relat import export relat matter along news govern issu us china other affect due covid may give volatil profit book possibl upper level agre sun atmakarak cabinet give strength nation impact foreign issu viru relat situat lack confid global infrastructur power real estat automobil ancillari metal cement etc may bit better market may behav bit cautious day commun media e commerc better along chemic drug carbon black solvent relat segment may behav bit better activ bank financi institut seen come period synthet base segment come period trade care requir book profit wait watch trade care indian rupe may trade per usd fill detail click icon log connect
5/15/2020,9182.400391,9182.400391,9050.0,9136.849609,9136.849609,575900,5/15/2020,0.004960662,"Sun, Mars, and Rahu are controlling the day with Moon and Ketu. Indications are impact of foreign cues, and news<span id=""more-22858""></span> from Government or agencies. Three planets are transiting retrograde, chances of expect unexpected or suddenness can be seen in coming period. Rahu and Ketu can give volatile sessions in coming period, even though Sun may give boost trade bit positively, including for today. So, ups and downs will not be surprising.Jupiter had started transiting retrograde, which may give impact on crude, possibly some rise in its prices.Virus is hitting with strength globally. Lockdown is getting relaxation may give impact on the Corona. Internal movement is again going to hurt not only India but also US etc.Impact of government announcements are important, but recovery or implementation (practically and results) may take some time. Our own system of slow movements. Unemployment, deduction of salaries, leave without Pay are important factor for middle class and lower middle class.Pull back might be possible. Our Finance Minister is giving details on daily basis, better to be watchful. Global cues may be decent or mixed.Trade with care for non-traditional sectors like fisheries, or other reforms etc.Otherwise infrastructure, real estate, and related segments like cement and more. Metals, pharmaceuticals with alcohol, sugar and IT (including e-commerce), logistics (for coming period) may be doing better.Trade with stop loss and look for Profit booking as and when required.Indian Rupee may trade in between 75.30 to 76.30 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",sun mar rahu control day moon ketu indic impact foreign cue news span id span govern agenc three planet transit retrograd chanc expect unexpect sudden seen come period rahu ketu give volatil session come period even though sun may give boost trade bit posit includ today up down surpris jupit start transit retrograd may give impact crude possibl rise price viru hit strength global lockdown get relax may give impact corona intern movement go hurt india also us etc impact govern announc import recoveri implement practic result may take time system slow movement unemploy deduct salari leav without pay import factor middl class lower middl class pull back might possibl financ minist give detail daili basi better watch global cue may decent mix trade care non tradit sector like fisheri reform etc otherwis infrastructur real estat relat segment like cement metal pharmaceut alcohol sugar includ e commerc logist come period may better trade stop loss look profit book requir indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
5/18/2020,9158.299805,9158.299805,8806.75,8823.25,8823.25,773000,5/18/2020,0.03658428,"Sun and Mars are holding the key for the day, well supported by Rahu, Ketu, Saturn, and Moon. Indications are that<span id=""more-22870""></span> market may react to local news/announcements and Global situation/cues. Virus/Pandemic is not allowing working community to act in normal ways (not only in India – even globally). Over and above three planets are transiting retrograde, indicating uncertain behaviour or suddenness may support to Rahu and Ketu.Roles of Banks will be important in coming period, which may give impact on the share market. Which may continue till November 2020 (at least).Movements in many segments can be seen. PSUs and related segments to defence, sky (includes space, IT, communication and DTH related segments + likewise in coming period).We should not expect spoon feeding to large number of populations, once employees will be back to the job, and start getting their income on regular basis only then proper liquidity can be seen in the market. We are aware of white collared and blue collared workers but there is big force of without collar – domestic help, persons (mainly women) sitting at home and doing small job works. They are contributing a handsome amount to their domestic economy. These without collar workers are also without job in many areas of nation.Anyways, Impact of announcement of economy package can be seen during the day and in coming period. But Corona Pandemic is on rise in certain areas of nation.Mixed day will not be surprising. Global cues/or not related to business (directly) may influence the market. VIX was under control in previous week. Crude may show some rise in the anticipation of rising demand of petroleum goods.Buying in certain areas can be seen. Leather, textiles, fertilizer, chemicals and related segments can show some movements.Indian Rupee may trade in between 75.30 to 76.20 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",sun mar hold key day well support rahu ketu saturn moon indic span id span market may react local news announc global situat cue viru pandem allow work commun act normal way india even global three planet transit retrograd indic uncertain behaviour sudden may support rahu ketu role bank import come period may give impact share market may continu till novemb least movement mani segment seen psu relat segment defenc sky includ space commun dth relat segment likewis come period expect spoon feed larg number popul employe back job start get incom regular basi proper liquid seen market awar white collar blue collar worker big forc without collar domest help person mainli women sit home small job work contribut handsom amount domest economi without collar worker also without job mani area nation anyway impact announc economi packag seen day come period corona pandem rise certain area nation mix day surpris global cue relat busi directli may influenc market vix control previou week crude may show rise anticip rise demand petroleum good buy certain area seen leather textil fertil chemic relat segment show movement indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
5/19/2020,8961.700195,9030.349609,8855.299805,8879.099609,8879.099609,762200,5/19/2020,0.009217066,"Sun with Mars is leading the day, well supported by Mercury, Moon, Ketu and Rahu. Indications are that market may<span id=""more-22877""></span> be influenced with the foreign cues and may open with the buying at lower levels. Or it will be better to say, possibility of positive opening.But we should not ignore impact of Rahu and Ketu + three retrograde planets. This may give some news/clarity in government's decisions related to lockdown and others (policies/decisions). Possibility of some easing out from confusions. But still, better to trade with strict stop-loss.Crude may be improving due to retrograde of related planet (this may continue till August).News related to Pandemic or Virus may be bit better (possibility of some positive indications for treatment/Vaccine/medicine etc.).Volatility in the running period will not be surprising (coming period). I am still watchful for Banks for the coming period.Many segments may be showing movements. That may include infrastructure, power, automobile ancillary, spirit, movements in banks also, with insurance, research or laboratories and petroleum exploration related segments.Behaviour of FIIs and other performances of companies will be important for the coming period. As repeatedly I had mentioned related to the Shashak of Finance will be important in coming two years. This will be especially important for the Bhavishya (future of India's economy and growth/administration).Wait and watch for long investments. Intraday traders – Be smart, otherwise may lose money.Indian Rupee may trade in between 75.40 to 76.40 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",sun mar lead day well support mercuri moon ketu rahu indic market may span id span influenc foreign cue may open buy lower level better say possibl posit open ignor impact rahu ketu three retrograd planet may give news clariti govern decis relat lockdown other polici decis possibl eas confus still better trade strict stop loss crude may improv due retrograd relat planet may continu till august news relat pandem viru may bit better possibl posit indic treatment vaccin medicin etc volatil run period surpris come period still watch bank come period mani segment may show movement may includ infrastructur power automobil ancillari spirit movement bank also insur research laboratori petroleum explor relat segment behaviour fii perform compani import come period repeatedli mention relat shashak financ import come two year especi import bhavishya futur india economi growth administr wait watch long invest intraday trader smart otherwis may lose money indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
5/20/2020,8889.150391,9093.799805,8875.349609,9066.549805,9066.549805,622300,5/20/2020,-0.019956847,"Sun with Mars and Ketu is leading the day, well supported by Moon and Rahu. Indications are clear that market may<span id=""more-22883""></span> behave positively. Ketu indicates sharp rise in virus infection and spike in market also (either side). Global news and cues may be important for the market. Market may trade within the range of +/- 150 points. Trade with care.Products related to infrastructure, power, real estate and automobile ancillary including automobile tyres. Products involved in laboratories like chemicals etc. may remain active. During the period of lockdown, smooth function of IT sector, communication, media, insurance and e-commerce, essential commodities were seen. Dairy products were also doing better. So, impact in coming period can be seen in such segments. Pressure on banks – Rahu is clearly indicating (or some other issues), this period for banks can be observed till third week of September 2020.Movements for Communication instruments, electronics and electrical segments can be seen in coming period.Ketu can give spike. Other planets are indicating for positive opening.Indian Rupee may trade in between 75.30 to 76.30 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",sun mar ketu lead day well support moon rahu indic clear market may span id span behav posit ketu indic sharp rise viru infect spike market also either side global news cue may import market market may trade within rang point trade care product relat infrastructur power real estat automobil ancillari includ automobil tyre product involv laboratori like chemic etc may remain activ period lockdown smooth function sector commun media insur e commerc essenti commod seen dairi product also better impact come period seen segment pressur bank rahu clearli indic issu period bank observ till third week septemb movement commun instrument electron electr segment seen come period ketu give spike planet indic posit open indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
5/21/2020,9079.450195,9178.549805,9056.099609,9106.25,9106.25,631500,5/21/2020,-0.002951699,"Mars with Sun holds the key for the day, well supported by Ketu, Rahu and Venus. Global cues and local indications<span id=""more-22892""></span> are better for the day, only point of concern is combination of Rahu and Ketu. Local politics and regional impact of virus may become cause of concern. Or I can say that coming period will be tough for certain areas in the nation.It's a news driven market, not a concrete growth or business driven market. It is also clear that only few segments have worked in past lockdown period, so results or balance sheet of such segments may remain bit better, possibly cash-flow issues can be cause of concern, because globally cash-flow was badly (severely) affected. We can imagine when crude had faced big choke, which indicates global choke of economy.It is a time when one of the political parties may think that during the crises of this Pandemic – they can regain their base. I feel that it's a time to work concrete, Saturn will give Justice, which is transiting in own house.Time is coming when certain areas may feel shortage of working force and certain areas may have work force, but lack of work. Which may also influence production even after the opening of real-estate work, industrial work, and others. This issue may develop due to political reasons but may give set back to production etc.Balancing of manpower will be key for coming period.Market may have positive indications from global cues but can be tough due to local reasons. I will prefer to deal on the basis of wait and watch. Even then some positive moves can be seen in Airlines, IT, communication, transport, logistics and automobile segment.This can be a day for traders but with care. Chances for long term investors – based on the movements of segments and good companies only. Impact of FIIs is not good currently, so in coming period we may see some buying from FIIs (if we get bit lower levels).Opportunities at lower levels in banking sectors will be better. Still, Nifty may try to look for another 100 points movements or so.Indian Rupee may trade in between 75.30 to 76.20 per USD.Fill in your details below or click an icon to log in:Connecting to %s",mar sun hold key day well support ketu rahu venu global cue local indic span id span better day point concern combin rahu ketu local polit region impact viru may becom caus concern say come period tough certain area nation news driven market concret growth busi driven market also clear segment work past lockdown period result balanc sheet segment may remain bit better possibl cash flow issu caus concern global cash flow badli sever affect imagin crude face big choke indic global choke economi time one polit parti may think crise pandem regain base feel time work concret saturn give justic transit hous time come certain area may feel shortag work forc certain area may work forc lack work may also influenc product even open real estat work industri work other issu may develop due polit reason may give set back product etc balanc manpow key come period market may posit indic global cue tough due local reason prefer deal basi wait watch even posit move seen airlin commun transport logist automobil segment day trader care chanc long term investor base movement segment good compani impact fii good current come period may see buy fii get bit lower level opportun lower level bank sector better still nifti may tri look anoth point movement indian rupe may trade per usd fill detail click icon log connect
5/22/2020,9067.900391,9149.599609,8968.549805,9039.25,9039.25,675800,5/22/2020,0.00315954,"Sun with Mars leads the day and well supported by Rahu and Ketu. Global issues are not very encouraging. Geo-<span id=""more-22895""></span>political situation may be tense for a while. Heading for a big tussle between US and China. At the same time issues related bordering areas of India. In coming time, nation may have to invest more energy on borders.Local issues may be much important than global cues, but state of confusion is also possible, because of active role of Rahu and Ketu.Ups and downs possible. Indications from Sun are clear that news from Government or representative or agency may give movements but possibly again Volatile movements. It will be important that long weekend ahead. So, it will be better to trade with care at closing hours.COVID cases may increase in India because Mars has entered in KOT of Kotchakra. That means has entered in Quila. Issues may be tough at least first week of June.Automobile, Tyres, batteries, carbon black and laboratories, alcohol, and petroleum related segments. Infrastructure, power, cement, ceramic tiles and likewise segments with Paint may give some advantage in coming time.Indian Rupee may trade in between 75.30 to 76.30 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",sun mar lead day well support rahu ketu global issu encourag geo span id span polit situat may tens head big tussl us china time issu relat border area india come time nation may invest energi border local issu may much import global cue state confus also possibl activ role rahu ketu up down possibl indic sun clear news govern repres agenc may give movement possibl volatil movement import long weekend ahead better trade care close hour covid case may increas india mar enter kot kotchakra mean enter quila issu may tough least first week june automobil tyre batteri carbon black laboratori alcohol petroleum relat segment infrastructur power cement ceram tile likewis segment paint may give advantag come time indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
5/26/2020,9099.75,9161.650391,8996.650391,9029.049805,9029.049805,655000,5/26/2020,0.007769466,"Mars is leading with Sun, well supported by Jupiter, Moon, Rahu and Ketu. Market is again showing importance of<span id=""more-22922""></span> foreign cues, with the local results driven market. I agree that market is aware that last quarter of companies will not be comfortable, but still looking with some hope or based on estimation (market's) Vs. actual results.Geo-political situation may not remain comfortable or bit dicey.Secondly, market is opening after a long weekend. But indications may remain positive due global cues or impact of foreign trade news etc.Mercury is transiting with Rahu and Moon, in own sign and indicating activities related to banks + COVID related some news.  But this can be based on news etc. So, trade with care. Crude is holding levels.Movements in logistics, automobile ancillary with tyres, Pharmaceuticals, metals, Dairy and IT, with communication and e-commerce may be doing better. Banks may give an opportunity at lower levels.Trade for + 100 points of Nifty, and chances of selling pressure on upper levels in coming period are strong.Indian Rupee may trade in between 75.50 to 76.30 per USD.Please like my Facebook page @ <a href=""https://www.facebook.com/AnoopAstroSutra"">https://www.facebook.com/AnoopAstroSutra</a>.Fill in your details below or click an icon to log in:Connecting to %s",mar lead sun well support jupit moon rahu ketu market show import span id span foreign cue local result driven market agre market awar last quarter compani comfort still look hope base estim market vs actual result geo polit situat may remain comfort bit dicey secondli market open long weekend indic may remain posit due global cue impact foreign trade news etc mercuri transit rahu moon sign indic activ relat bank covid relat news base news etc trade care crude hold level movement logist automobil ancillari tyre pharmaceut metal dairi commun e commerc may better bank may give opportun lower level trade point nifti chanc sell pressur upper level come period strong indian rupe may trade per usd pleas like facebook page href http www facebook com anoopastrosutra http www facebook com anoopastrosutra fill detail click icon log connect
